time,vx,ay,yaw_rate,steering_angle
1.613769,0.000000,0.109993,-0.062500,1.000000
1.644057,0.000000,0.112847,-0.062500,1.000000
1.674203,0.000000,0.112847,-0.062500,1.000000
1.704392,0.000000,0.111625,-0.062500,1.000000
1.734530,0.000000,0.110519,0.000000,1.000000
1.764695,0.000000,0.113324,0.062500,1.000000
1.794821,0.000000,0.112056,-0.125000,1.000000
1.824999,0.000000,0.110909,-0.062500,1.000000
1.855142,0.000000,0.112725,-0.125000,1.000000
1.885391,0.000000,0.111515,-0.062500,1.000000
1.915698,0.000000,0.111515,-0.062500,1.000000
1.945987,0.000000,0.109468,0.000000,1.000000
1.976185,0.000000,0.113324,-0.062500,1.000000
2.006463,0.000000,0.111105,0.062500,1.000000
2.036696,0.000000,0.108146,-0.062500,1.000000
2.067311,0.000000,0.111176,-0.125000,1.000000
2.098449,0.000000,0.109162,-0.062500,1.000000
2.131531,0.000000,0.109162,-0.062500,1.000000
2.161680,0.000000,0.107339,-0.125000,1.000000
2.191834,0.000000,0.104739,0.000000,1.000000
2.221997,0.000000,0.108093,0.000000,1.000000
2.252188,0.000000,0.108093,0.000000,1.000000
2.283792,0.000000,0.108274,0.000000,1.000000
2.314189,0.000000,0.110341,0.000000,1.000000
2.344455,0.000000,0.113162,-0.062500,1.000000
2.377098,0.000000,0.110959,-0.062500,1.000000
2.407252,0.000000,0.110868,0.000000,1.000000
2.437426,0.000000,0.110868,0.000000,1.000000
2.467742,0.000000,0.112688,-0.125000,1.000000
2.497925,0.000000,0.114334,0.000000,1.000000
2.528087,0.000000,0.112971,0.000000,1.000000
2.558453,0.000000,0.113640,0.000000,1.000000
2.588600,0.000000,0.113640,0.000000,1.000000
2.618770,0.000000,0.117098,0.000000,1.000000
2.648910,0.000000,0.117374,0.000000,1.000000
2.679174,0.000000,0.115722,-0.062500,1.000000
2.709435,0.000000,0.118982,-0.062500,1.000000
2.739618,0.000000,0.117177,-0.125000,1.000000
2.769775,0.000000,0.117177,-0.125000,1.000000
2.799916,0.000000,0.116494,-0.125000,1.000000
2.830053,0.000000,0.117779,-0.125000,1.000000
2.860196,0.000000,0.115136,-0.062500,1.000000
2.890322,0.000000,0.111794,0.062500,1.000000
2.920473,0.000000,0.113526,-0.062500,1.000000
2.950704,0.000000,0.114142,-0.125000,1.000000
2.980903,0.000000,0.114142,-0.125000,1.000000
3.011166,0.000000,0.112796,-0.062500,1.000000
3.041482,0.000000,0.110628,-0.125000,1.000000
3.071644,0.000000,0.114373,-0.125000,1.000000
3.103867,0.000000,0.114373,-0.125000,1.000000
3.136823,0.000000,0.113006,-0.062500,1.000000
3.168845,0.000000,0.113671,0.000000,1.000000
3.199502,0.000000,0.117127,-0.062500,1.000000
3.229810,0.000000,0.113595,-0.062500,1.000000
3.260854,0.000000,0.113253,0.062500,1.000000
3.291057,0.000000,0.114846,-0.125000,1.000000
3.321213,0.000000,0.113434,0.062500,1.000000
3.351354,0.000000,0.113434,0.062500,1.000000
3.381493,0.000000,0.115010,-0.062500,1.000000
3.411700,0.000000,0.117387,0.000000,1.000000
3.441958,0.000000,0.114782,-0.062500,1.000000
3.472133,0.000000,0.118132,-0.062500,1.000000
3.502291,0.000000,0.114505,0.000000,1.000000
3.532522,0.000000,0.114076,0.000000,1.000000
3.562669,0.000000,0.114076,0.000000,1.000000
3.595331,0.000000,0.113688,-0.062500,1.000000
3.626201,0.000000,0.112386,-0.125000,1.000000
3.661962,0.000000,0.111208,-0.125000,1.000000
3.692113,0.000000,0.112996,-0.062500,1.000000
3.722275,0.000000,0.109857,-0.187500,1.000000
3.752453,0.000000,0.110822,-0.187500,1.000000
3.782675,0.000000,0.110822,-0.187500,1.000000
3.813034,0.000000,0.111695,0.062500,1.000000
3.843380,0.000000,0.107729,-0.062500,1.000000
3.873554,0.000000,0.109847,0.125000,1.000000
3.903700,0.000000,0.109862,0.062500,1.000000
3.933895,0.000000,0.107972,-0.062500,1.000000
3.964138,0.000000,0.110068,0.000000,1.000000
3.994288,0.000000,0.108159,-0.062500,1.000000
4.024422,0.000000,0.108159,-0.062500,1.000000
4.054578,0.000000,0.107383,0.125000,1.000000
4.084714,0.000000,0.110485,-0.125000,1.000000
4.114921,0.000000,0.107586,-0.062500,1.000000
4.145155,0.000000,0.109718,0.062500,1.000000
4.175377,0.000000,0.104988,-0.062500,1.000000
4.205630,0.000000,0.107368,-0.187500,1.000000
4.235866,0.000000,0.107618,0.062500,1.000000
4.266051,0.000000,0.106893,0.000000,1.000000
4.296363,0.000000,0.106893,0.000000,1.000000
4.327687,0.000000,0.109091,-0.187500,1.000000
4.358948,0.000000,0.109178,0.000000,1.000000
4.389128,0.000000,0.108305,0.000000,1.000000
4.419269,0.000000,0.110368,0.000000,1.000000
4.449426,0.000000,0.109382,-0.125000,1.000000
4.479723,0.000000,0.112295,0.062500,1.000000
4.509889,0.000000,0.113979,0.000000,1.000000
4.540037,0.000000,0.113979,0.000000,1.000000
4.570183,0.000000,0.109795,-0.125000,1.000000
4.600501,0.000000,0.110766,0.000000,1.000000
4.630675,0.000000,0.113547,0.000000,1.000000
4.660866,0.000000,0.110356,-0.125000,1.000000
4.691341,0.000000,0.110356,-0.125000,1.000000
